Beat(position=131, label=<Label.unknown: 10>)
Beat(position=103753, label=<Label.sinus_rhythm: 0>)
Beat(position=103970, label=<Label.sinus_rhythm: 0>)
Beat(position=104174, label=<Label.sinus_rhythm: 0>)
Beat(position=104380, label=<Label.sinus_rhythm: 0>)
Beat(position=104601, label=<Label.sinus_rhythm: 0>)
Beat(position=104839, label=<Label.sinus_rhythm: 0>)
Beat(position=105068, label=<Label.sinus_rhythm: 0>)
Beat(position=105300, label=<Label.sinus_rhythm: 0>)
Beat(position=105541, label=<Label.sinus_rhythm: 0>)
Beat(position=105752, label=<Label.ventricular_pre_excitation: 6>)
Beat(position=106004, label=<Label.sinus_rhythm: 0>)
Beat(position=106221, label=<Label.sinus_rhythm: 0>)
Beat(position=106439, label=<Label.sinus_rhythm: 0>)
Beat(position=106649, label=<Label.sinus_rhythm: 0>)
Beat(position=106851, label=<Label.sinus_rhythm: 0>)
Beat(position=107055, label=<Label.sinus_rhythm: 0>)
Beat(position=107263, label=<Label.sinus_rhythm: 0>)
Beat(position=107469, label=<Label.sinus_rhythm: 0>)
Beat(position=107681, label=<Label.sinus_rhythm: 0>)
Beat(position=107897, label=<Label.sinus_rhythm: 0>)
Beat(position=108102, label=<Label.sinus_rhythm: 0>)
Beat(position=108309, label=<Label.sinus_rhythm: 0>)
Beat(position=108519, label=<Label.sinus_rhythm: 0>)
Beat(position=108728, label=<Label.sinus_rhythm: 0>)
Beat(position=108930, label=<Label.sinus_rhythm: 0>)
Beat(position=109139, label=<Label.sinus_rhythm: 0>)
Beat(position=109353, label=<Label.sinus_rhythm: 0>)
Beat(position=109562, label=<Label.sinus_rhythm: 0>)
Beat(position=109765, label=<Label.sinus_rhythm: 0>)
Beat(position=109977, label=<Label.sinus_rhythm: 0>)
Beat(position=110192, label=<Label.sinus_rhythm: 0>)
Beat(position=110397, label=<Label.sinus_rhythm: 0>)
Beat(position=110599, label=<Label.sinus_rhythm: 0>)
Beat(position=110805, label=<Label.sinus_rhythm: 0>)
Beat(position=111012, label=<Label.sinus_rhythm: 0>)
Beat(position=111209, label=<Label.sinus_rhythm: 0>)
Beat(position=111413, label=<Label.sinus_rhythm: 0>)
Beat(position=111621, label=<Label.sinus_rhythm: 0>)
Beat(position=111822, label=<Label.sinus_rhythm: 0>)
Beat(position=112028, label=<Label.sinus_rhythm: 0>)
Beat(position=112236, label=<Label.sinus_rhythm: 0>)
Beat(position=112442, label=<Label.sinus_rhythm: 0>)
Beat(position=112640, label=<Label.sinus_rhythm: 0>)
Beat(position=112845, label=<Label.sinus_rhythm: 0>)
Beat(position=113056, label=<Label.sinus_rhythm: 0>)
Beat(position=113253, label=<Label.sinus_rhythm: 0>)
Beat(position=113449, label=<Label.sinus_rhythm: 0>)
Beat(position=113633, label=<Label.sinus_rhythm: 0>)
Beat(position=113822, label=<Label.sinus_rhythm: 0>)
Beat(position=114014, label=<Label.sinus_rhythm: 0>)
Beat(position=114207, label=<Label.sinus_rhythm: 0>)
Beat(position=114401, label=<Label.sinus_rhythm: 0>)
Beat(position=114590, label=<Label.sinus_rhythm: 0>)
Beat(position=114777, label=<Label.sinus_rhythm: 0>)
Beat(position=114969, label=<Label.sinus_rhythm: 0>)
Beat(position=115161, label=<Label.sinus_rhythm: 0>)
Beat(position=115361, label=<Label.sinus_rhythm: 0>)
Beat(position=115573, label=<Label.sinus_rhythm: 0>)
Beat(position=115779, label=<Label.sinus_rhythm: 0>)
Beat(position=115989, label=<Label.sinus_rhythm: 0>)
Beat(position=116203, label=<Label.sinus_rhythm: 0>)
Beat(position=116412, label=<Label.sinus_rhythm: 0>)
Beat(position=116623, label=<Label.sinus_rhythm: 0>)
Beat(position=116833, label=<Label.sinus_rhythm: 0>)
Beat(position=117037, label=<Label.sinus_rhythm: 0>)
Beat(position=117247, label=<Label.sinus_rhythm: 0>)
Beat(position=117461, label=<Label.sinus_rhythm: 0>)
Beat(position=117677, label=<Label.sinus_rhythm: 0>)
Beat(position=117900, label=<Label.sinus_rhythm: 0>)
Beat(position=118121, label=<Label.sinus_rhythm: 0>)
Beat(position=118345, label=<Label.sinus_rhythm: 0>)
Beat(position=118574, label=<Label.sinus_rhythm: 0>)
Beat(position=118795, label=<Label.sinus_rhythm: 0>)
Beat(position=119020, label=<Label.sinus_rhythm: 0>)
Beat(position=119247, label=<Label.sinus_rhythm: 0>)
Beat(position=119453, label=<Label.atrial_premature_beat: 1>)
Beat(position=119684, label=<Label.sinus_rhythm: 0>)
Beat(position=119912, label=<Label.sinus_rhythm: 0>)
Beat(position=120121, label=<Label.sinus_rhythm: 0>)
Beat(position=120353, label=<Label.sinus_rhythm: 0>)
Beat(position=120582, label=<Label.sinus_rhythm: 0>)
Beat(position=120805, label=<Label.sinus_rhythm: 0>)
Beat(position=121041, label=<Label.sinus_rhythm: 0>)
Beat(position=121278, label=<Label.sinus_rhythm: 0>)
Beat(position=121493, label=<Label.sinus_rhythm: 0>)
Beat(position=121737, label=<Label.sinus_rhythm: 0>)
Beat(position=121957, label=<Label.sinus_rhythm: 0>)
Beat(position=122187, label=<Label.sinus_rhythm: 0>)
Beat(position=122411, label=<Label.sinus_rhythm: 0>)
Beat(position=122637, label=<Label.sinus_rhythm: 0>)
Beat(position=122850, label=<Label.atrial_premature_beat: 1>)
Beat(position=123073, label=<Label.sinus_rhythm: 0>)
Beat(position=123301, label=<Label.sinus_rhythm: 0>)
Beat(position=123518, label=<Label.sinus_rhythm: 0>)
Beat(position=123749, label=<Label.sinus_rhythm: 0>)
Beat(position=123983, label=<Label.sinus_rhythm: 0>)
Beat(position=124205, label=<Label.sinus_rhythm: 0>)
Beat(position=124437, label=<Label.sinus_rhythm: 0>)
Beat(position=124668, label=<Label.sinus_rhythm: 0>)
Beat(position=124883, label=<Label.sinus_rhythm: 0>)
Beat(position=125105, label=<Label.sinus_rhythm: 0>)
Beat(position=125326, label=<Label.sinus_rhythm: 0>)
Beat(position=125535, label=<Label.sinus_rhythm: 0>)
Beat(position=125751, label=<Label.sinus_rhythm: 0>)
Beat(position=125977, label=<Label.sinus_rhythm: 0>)
Beat(position=126201, label=<Label.sinus_rhythm: 0>)
Beat(position=126436, label=<Label.sinus_rhythm: 0>)
Beat(position=126660, label=<Label.sinus_rhythm: 0>)
Beat(position=126898, label=<Label.sinus_rhythm: 0>)
Beat(position=127120, label=<Label.sinus_rhythm: 0>)
Beat(position=127345, label=<Label.sinus_rhythm: 0>)
Beat(position=127588, label=<Label.sinus_rhythm: 0>)
Beat(position=127808, label=<Label.sinus_rhythm: 0>)
Beat(position=128030, label=<Label.sinus_rhythm: 0>)
Beat(position=128266, label=<Label.sinus_rhythm: 0>)
Beat(position=128482, label=<Label.sinus_rhythm: 0>)
Beat(position=128699, label=<Label.sinus_rhythm: 0>)
Beat(position=128925, label=<Label.sinus_rhythm: 0>)
Beat(position=129145, label=<Label.sinus_rhythm: 0>)
Beat(position=129355, label=<Label.sinus_rhythm: 0>)
Beat(position=129569, label=<Label.sinus_rhythm: 0>)
Beat(position=129785, label=<Label.sinus_rhythm: 0>)
Beat(position=129997, label=<Label.sinus_rhythm: 0>)
Beat(position=130220, label=<Label.sinus_rhythm: 0>)
Beat(position=130448, label=<Label.sinus_rhythm: 0>)
Beat(position=130660, label=<Label.sinus_rhythm: 0>)
Beat(position=130885, label=<Label.sinus_rhythm: 0>)
Beat(position=131110, label=<Label.sinus_rhythm: 0>)
Beat(position=131321, label=<Label.sinus_rhythm: 0>)
Beat(position=131548, label=<Label.sinus_rhythm: 0>)
Beat(position=131776, label=<Label.sinus_rhythm: 0>)
Beat(position=131989, label=<Label.sinus_rhythm: 0>)
Beat(position=132217, label=<Label.sinus_rhythm: 0>)
Beat(position=132444, label=<Label.sinus_rhythm: 0>)
Beat(position=132655, label=<Label.sinus_rhythm: 0>)
Beat(position=132884, label=<Label.sinus_rhythm: 0>)
Beat(position=133112, label=<Label.sinus_rhythm: 0>)
Beat(position=133325, label=<Label.sinus_rhythm: 0>)
Beat(position=133561, label=<Label.sinus_rhythm: 0>)
Beat(position=133778, label=<Label.sinus_rhythm: 0>)
Beat(position=134012, label=<Label.sinus_rhythm: 0>)
Beat(position=134245, label=<Label.sinus_rhythm: 0>)
Beat(position=134478, label=<Label.sinus_rhythm: 0>)
Beat(position=134690, label=<Label.sinus_rhythm: 0>)
Beat(position=134932, label=<Label.sinus_rhythm: 0>)
Beat(position=135149, label=<Label.sinus_rhythm: 0>)
Beat(position=135378, label=<Label.sinus_rhythm: 0>)
Beat(position=135609, label=<Label.sinus_rhythm: 0>)
Beat(position=135822, label=<Label.sinus_rhythm: 0>)
Beat(position=136053, label=<Label.sinus_rhythm: 0>)
Beat(position=136285, label=<Label.sinus_rhythm: 0>)
Beat(position=136502, label=<Label.sinus_rhythm: 0>)
Beat(position=136735, label=<Label.sinus_rhythm: 0>)
